127.0.0.1 - - [11/Oct/2023:10:03:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /someunexistantantsutff.exe HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET null HTTP/1.1" 400 2072
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET null HTTP/1.1" 400 2068
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /ui/ HTTP/1.1" 404 758
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /ui/ HTTP/1.1" 404 758
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /%80../%80../%80../%80../%80../%80../windows/win.ini HTTP/1.1" 404 830
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /%80../%80../%80../%80../%80../%80../winnt/win.ini HTTP/1.1" 404 828
172.16.5.98 - - [11/Oct/2023:10:24:03 -0700] "GET /recoveryconsole/ HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:04 -0700] "GET /auth/login HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:04 -0700] "GET /%c0.%c0./%c0.%c0./%c0.%c0./%c0.%c0./%c0.%c0./windows/win.ini HTTP/1.1" 404 835
172.16.5.98 - - [11/Oct/2023:10:24:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET //user/index.php HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /VncViewer.jar HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /%c0.%c0./%c0.%c0./%c0.%c0./%c0.%c0./%c0.%c0./winnt/win.ini HTTP/1.1" 404 833
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/windows/win.ini HTTP/1.1" 404 838
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /pages/login.php HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /login.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/winnt/win.ini HTTP/1.1" 404 836
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/windows/win.ini HTTP/1.1" 400 809
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET // HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/winnt/win.ini HTTP/1.1" 400 809
172.16.5.98 - - [11/Oct/2023:10:24:05 -0700] "GET /mdm/web/login.htm HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET /logon.jsp HTTP/1.1" 404 739
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET /webapp/js/UI_String.en-US.js HTTP/1.1" 404 787
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET /index.asp%5C HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET /default.asp%5C HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:06 -0700] "GET /login.asp%5C HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../windows/win.ini HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /officescan/console/html/common/l10n/l10n.global.js HTTP/1.1" 404 821
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /scripts/fake.cgi?arg=/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/windows/win.ini HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /webpages/ HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "POST / HTTP/1.0" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /scripts/fake.cgi?arg=/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/winnt/win.ini HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /nessus-check/tomcat_error_version.nasl HTTP/1.1" 404 793
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /event/index2.do HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /../../../../../../../../../../../../etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:07 -0700] "GET /ldap/cgi-bin/ldacgi.exe?Action=Substitute&Template=../../../../../boot.ini&Sub=LocalePath&LocalePath=enus1252 HTTP/1.1" 404 782
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /./../../../../../../../../../../../etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /servlet/org.apache.catalina.servlets.DefaultServlet/index.jsp HTTP/1.1" 404 799
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /examples/jsp/source.jsp?? HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /examples/jsp/source.jsp?/jsp/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET //../../../../../../../../../../../../etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /..../..../..../..../..../..../..../..../..../..../..../..../etc/passwd HTTP/1.1" 404 873
172.16.5.98 - - [11/Oct/2023:10:24:08 -0700] "GET /examples/jsp/snp/anything.snp HTTP/1.1" 404 792
172.16.5.98 - - [11/Oct/2023:10:24:09 -0700] "GET /%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:09 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc/passwd HTTP/1.1" 400 806
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /.%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc/passwd HTTP/1.1" 400 806
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fetc/passwd HTTP/1.1" 400 806
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /././././././../../../../../etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /webpages/index.html HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /index.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/etc/passwd HTTP/1.1" 400 809
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /webpages/login.html HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /docs/ HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:10 -0700] "GET /tomcat-docs/index.html HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET /test/jsp/pageInfo.jsp HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET /admin/contextAdmin/contextAdmin.html HTTP/1.1" 404 795
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET /scripts/fake.cgi?arg=/dir/../../../../../../etc/passwd HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET /appliance/login HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:11 -0700] "GET /scripts/fake.cgi?arg=/dir/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /examples/servlets/index.html HTTP/1.1" 404 787
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /QConvergeConsole/ HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET null HTTP/1.1" 400 2048
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /examples/jsp/index.html HTTP/1.1" 404 782
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET null HTTP/1.1" 400 2044
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /tightvnc-jviewer.jar HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /examples/websocket/index.xhtml HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /nessus-check/default-404-error-page.html HTTP/1.1" 404 795
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /VncViewer.jar HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /spotfire/about.jsp HTTP/1.1" 404 752
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET null HTTP/1.1" 400 2004
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /jasperserver-pro/login.html HTTP/1.1" 404 782
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET / HTTP/1.1" 400 2155
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "GET /etc/passwd HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:12 -0700] "POST /index.php?s=xxxx HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET //etc/passwd HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET /tos/index.php?user/login HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET /auth/login HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET /tos/ HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET /en/admin/aggregate.asp HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:24:13 -0700] "GET /spywall/login.php HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET /.svn/entries HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "POST /webui/apps/sdcss HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET /index.jsp HTTP/1.1" 404 739
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET /idm/login.jsp?lang=en&cntry= HTTP/1.1" 404 747
172.16.5.98 - - [11/Oct/2023:10:24:14 -0700] "GET /index.JSP HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /config-browser/showJars.xhtml HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /brightmail/viewLogin.do HTTP/1.1" 404 778
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /userportal/webpages/myaccount/login.jsp HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /webconsole/webpages/login.jsp HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /sgms/login HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET /api/sonicos/is-sslvpn-enabled HTTP/1.1" 404 788
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:16 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /index.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET //admincp/login.php HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET null HTTP/1.1" 400 2012
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET null HTTP/1.1" 400 1994
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /helpdesk/WebObjects/Helpdesk.woa HTTP/1.1" 404 791
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /swvm/ConsoleContainer.jsp HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /lem/index.html HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /Orion/Login.aspx HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /api2/Localization/SolarWinds.Orion.SamAppOptics.Strings.dll HTTP/1.1" 404 818
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:17 -0700] "GET /Orion/Login.asp HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:18 -0700] "GET /sitemap.xml HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:24:18 -0700] "GET /sitemap/sitemap.xml HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:18 -0700] "GET /map/sitemap.xml HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:18 -0700] "GET /SilverStream HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:24:18 -0700] "GET /SilverStream/Meta/Tables/?access-mode=text HTTP/1.1" 404 788
172.16.5.98 - - [11/Oct/2023:10:24:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:27 -0700] "GET /content/5raLK8jH30.mp3 HTTP/1.0" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:28 -0700] "GET /tarantella/cgi-bin/secure/ttawlogin.cgi/?action=bootstrap HTTP/1.1" 404 807
172.16.5.98 - - [11/Oct/2023:10:24:28 -0700] "GET /servlet/com.newatlanta.servletexec.JSP10Servlet HTTP/1.1" 404 802
172.16.5.98 - - [11/Oct/2023:10:24:28 -0700] "GET /servlet/com.newatlanta.servletexec.JSP10Servlet/..%5c..%5cglobal.asa HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:24:28 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:28 -0700] "GET /SchneiderUPS/ HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:30 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:30 -0700] "GET //wbm/login/ HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:30 -0700] "-" 400 2058
172.16.5.98 - - [11/Oct/2023:10:24:30 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:30 -0700] "GET /Portal/Portal.mwsl?MainSelection=USFW&TabSelection=NONE&ClientArea=/Portal/usfw-login.mwsl&DataFile=NONE&TemplateFile=NONE HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:24:31 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:31 -0700] "GET /InitialPage.asp HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET /home.htm HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET /index.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET /plc/webvisu.htm HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:32 -0700] "GET /html/iscscada.htm HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET /OEMSettings.ini HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET /web/signin HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:33 -0700] "GET /home.asp HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:24:34 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:34 -0700] "GET /main/web/status/ HTTP/1.1" 404 779
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET /iView3/pages/version.frag HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "POST /sawmillcl.exe HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET null HTTP/1.1" 400 2062
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET /no_such_file_chomV_dO.html HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:35 -0700] "GET /sapmc/sapmc.html HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "POST /sawmill6cl.exe HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET null HTTP/1.1" 400 2064
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET /AdminTools/querybuilder/nn.jsp HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "POST / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET /broadWeb/bwRoot.asp HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET null HTTP/1.1" 400 2036
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET /search/results.stm HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET null HTTP/1.1" 400 2158
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:24:36 -0700] "GET /apps/zxtm/login.cgi HTTP/1.1" 404 778
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET /index.html HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET /names.nsf/view?ReadDesign HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:37 -0700] "GET /vncviewer.jar HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /cgi-bin/authLogin.cgi HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /photo/lang/ENG.js HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:24:38 -0700] "GET /1697000071/facts/10.4.65.28 HTTP/1.1" 404 786
